date,region,channel,revenue_lakh_inr
2026-07-31,North_India,Store,9.294
2026-07-31,South_India,Web,13.386
2026-07-31,South_India,Mobile_App,15.997
2026-07-31,South_India,Store,8.792
2026-07-31,East_India,Web,10.242
2026-07-31,East_India,Mobile_App,12.955
2026-07-31,East_India,Store,7.46
2026-07-31,West_India,Web,10.691
2026-07-31,West_India,Mobile_App,12.158
2026-07-31,West_India,Store,7.253
2026-08-01,North_India,Web,17.228
2026-08-01,North_India,Mobile_App,17.974
2026-08-01,North_India,Store,12.501
2026-08-01,South_India,Web,15.671
2026-08-01,South_India,Mobile_App,16.35
2026-08-01,South_India,Store,10.303
2026-08-01,East_India,Web,12.309
2026-08-01,East_India,Mobile_App,13.56
2026-08-01,East_India,Store,8.535
2026-08-01,West_India,Web,11.658
2026-08-01,West_India,Mobile_App,15.58
2026-08-01,West_India,Store,8.755
2026-08-02,North_India,Web,14.222
2026-08-02,North_India,Mobile_App,18.12
2026-08-02,North_India,Store,12.058
2026-08-02,South_India,Web,16.77
2026-08-02,South_India,Mobile_App,16.643
2026-08-02,South_India,Store,9.791
2026-08-02,East_India,Web,13.258
2026-08-02,East_India,Mobile_App,13.569
2026-08-02,East_India,Store,8.268
2026-08-02,West_India,Web,12.101
2026-08-02,West_India,Mobile_App,13.893
2026-08-02,West_India,Store,10.06
2026-08-03,North_India,Web,14.461
2026-08-03,North_India,Mobile_App,16.258
2026-08-03,North_India,Store,10.179
2026-08-03,South_India,Web,14.551
2026-08-03,South_India,Mobile_App,14.662
2026-08-03,South_India,Store,9.858
2026-08-03,East_India,Web,10.668
2026-08-03,East_India,Mobile_App,12.172
2026-08-03,East_India,Store,7.105
2026-08-03,West_India,Web,12.006
2026-08-03,West_India,Mobile_App,14.474
2026-08-03,West_India,Store,8.224
2026-08-04,North_India,Web,13.889
2026-08-04,North_India,Mobile_App,15.498
2026-08-04,North_India,Store,10.62
2026-08-04,South_India,Web,13.083
2026-08-04,South_India,Mobile_App,15.105
2026-08-04,South_India,Store,9.507
2026-08-04,East_India,Web,9.57
2026-08-04,East_India,Mobile_App,12.563
2026-08-04,East_India,Store,7.605
2026-08-04,West_India,Web,11.498
2026-08-04,West_India,Mobile_App,13.384
2026-08-04,West_India,Store,8.708
2026-08-05,North_India,Web,14.747
2026-08-05,North_India,Mobile_App,15.943
2026-08-05,North_India,Store,11.235
2026-08-05,South_India,Web,12.954
2026-08-05,South_India,Mobile_App,14.538
2026-08-05,South_India,Store,8.61
2026-08-05,East_India,Web,10.505
2026-08-05,East_India,Mobile_App,11.246
2026-08-05,East_India,Store,7.266
2026-08-05,West_India,Web,11.861
2026-08-05,West_India,Mobile_App,13.226
2026-08-05,West_India,Store,8.753
2026-08-06,North_India,Web,14.969
2026-08-06,North_India,Mobile_App,16.393
2026-08-06,North_India,Store,10.292
2026-08-06,South_India,Web,12.895
2026-08-06,South_India,Mobile_App,15.789
2026-08-06,South_India,Store,9.512
2026-08-06,East_India,Web,10.241
2026-08-06,East_India,Mobile_App,12.608
2026-08-06,East_India,Store,7.543
2026-08-06,West_India,Web,11.227
2026-08-06,West_India,Mobile_App,12.002
2026-08-06,West_India,Store,8.467
2026-08-07,North_India,Web,14.911
2026-08-07,North_India,Mobile_App,16.852
2026-08-07,North_India,Store,10.227
2026-08-07,South_India,Web,12.635
2026-08-07,South_India,Mobile_App,14.993
2026-08-07,South_India,Store,9.632
2026-08-07,East_India,Web,10.419
2026-08-07,East_India,Mobile_App,11.896
2026-08-07,East_India,Store,7.289
2026-08-07,West_India,Web,11.785
2026-08-07,West_India,Mobile_App,13.385
2026-08-07,West_India,Store,7.878
2026-08-08,North_India,Web,17.215
2026-08-08,North_India,Mobile_App,19.709
2026-08-08,North_India,Store,12.334
2026-08-08,South_India,Web,14.779
2026-08-08,South_India,Mobile_App,16.826
2026-08-08,South_India,Store,9.9
2026-08-08,East_India,Web,12.292
2026-08-08,East_India,Mobile_App,11.718
2026-08-08,East_India,Store,8.203
2026-08-08,West_India,Web,12.672
2026-08-08,West_India,Mobile_App,15.544
2026-08-08,West_India,Store,9.24
2026-08-09,North_India,Web,15.511
2026-08-09,North_India,Mobile_App,17.205
2026-08-09,North_India,Store,11.246
2026-08-09,South_India,Web,14.991
2026-08-09,South_India,Mobile_App,17.08
2026-08-09,South_India,Store,10.514
2026-08-09,East_India,Web,11.277
2026-08-09,East_India,Mobile_App,13.271
2026-08-09,East_India,Store,8.903
2026-08-09,West_India,Web,12.082
2026-08-09,West_India,Mobile_App,14.814
2026-08-09,West_India,Store,10.137
2026-08-10,North_India,Web,15.189
2026-08-10,North_India,Mobile_App,16.34
2026-08-10,North_India,Store,10.916
2026-08-10,South_India,Web,12.7
2026-08-10,South_India,Mobile_App,15.206
2026-08-10,South_India,Store,10.386
2026-08-10,East_India,Web,11.693
2026-08-10,East_India,Mobile_App,10.77
2026-08-10,East_India,Store,7.815
2026-08-10,West_India,Web,12.9
2026-08-10,West_India,Mobile_App,12.768
2026-08-10,West_India,Store,8.378
2026-08-11,North_India,Web,16.029
2026-08-11,North_India,Mobile_App,16.304
2026-08-11,North_India,Store,10.785
2026-08-11,South_India,Web,12.458
2026-08-11,South_India,Mobile_App,13.444
2026-08-11,South_India,Store,9.697
2026-08-11,East_India,Web,10.384
2026-08-11,East_India,Mobile_App,12.668
2026-08-11,East_India,Store,8.442
2026-08-11,West_India,Web,12.024
2026-08-11,West_India,Mobile_App,12.909
2026-08-11,West_India,Store,8.473
2026-08-12,North_India,Web,14.878
2026-08-12,North_India,Mobile_App,10.342
2026-08-12,North_India,Store,9.594
2026-08-12,South_India,Web,11.627
2026-08-12,South_India,Mobile_App,13.335
2026-08-12,South_India,Store,9.846
2026-08-12,East_India,Web,10.488
2026-08-12,East_India,Mobile_App,11.539
2026-08-12,East_India,Store,7.174
2026-08-12,West_India,Web,11.153
2026-08-12,West_India,Mobile_App,12.465
2026-08-12,West_India,Store,8.091
2026-08-13,North_India,Web,14.264
2026-08-13,North_India,Mobile_App,10.557
2026-08-13,North_India,Store,10.704
2026-08-13,South_India,Web,11.888
2026-08-13,South_India,Mobile_App,14.667
2026-08-13,South_India,Store,10.183
2026-08-13,East_India,Web,10.785
2026-08-13,East_India,Mobile_App,12.213
2026-08-13,East_India,Store,7.824
2026-08-13,West_India,Web,12.649
2026-08-13,West_India,Mobile_App,12.236
2026-08-13,West_India,Store,7.881
2026-08-14,North_India,Web,13.165
2026-08-14,North_India,Mobile_App,10.033
2026-08-14,North_India,Store,10.261
2026-08-14,South_India,Web,11.998
2026-08-14,South_India,Mobile_App,14.505
2026-08-14,South_India,Store,9.894
2026-08-14,East_India,Web,10.41
2026-08-14,East_India,Mobile_App,11.618
2026-08-14,East_India,Store,8.065
2026-08-14,West_India,Web,10.825
2026-08-14,West_India,Mobile_App,12.199
2026-08-14,West_India,Store,9.534
2026-08-15,North_India,Web,16.101
2026-08-15,North_India,Mobile_App,10.557
2026-08-15,North_India,Store,11.247
2026-08-15,South_India,Web,13.887
2026-08-15,South_India,Mobile_App,17.824
2026-08-15,South_India,Store,11.121
2026-08-15,East_India,Web,12.144
2026-08-15,East_India,Mobile_App,13.215
2026-08-15,East_India,Store,7.649
2026-08-15,West_India,Web,13.156
2026-08-15,West_India,Mobile_App,16.131
2026-08-15,West_India,Store,9.833
2026-08-16,North_India,Web,16.298
2026-08-16,North_India,Mobile_App,11.439
2026-08-16,North_India,Store,11.488
2026-08-16,South_India,Web,13.956
2026-08-16,South_India,Mobile_App,15.763
2026-08-16,South_India,Store,10.439
2026-08-16,East_India,Web,11.859
2026-08-16,East_India,Mobile_App,13.304
2026-08-16,East_India,Store,8.788
2026-08-16,West_India,Web,14.398
2026-08-16,West_India,Mobile_App,15.956
2026-08-16,West_India,Store,9.071
2026-08-17,North_India,Web,14.055
2026-08-17,North_India,Mobile_App,9.362
2026-08-17,North_India,Store,9.884
2026-08-17,South_India,Web,12.528
2026-08-17,South_India,Mobile_App,15.584
2026-08-17,South_India,Store,9.604
2026-08-17,East_India,Web,10.622
2026-08-17,East_India,Mobile_App,12.114
2026-08-17,East_India,Store,7.441
2026-08-17,West_India,Web,11.036
2026-08-17,West_India,Mobile_App,14.566
2026-08-17,West_India,Store,8.769
2026-08-18,North_India,Web,13.899
2026-08-18,North_India,Mobile_App,9.215
2026-08-18,North_India,Store,10.131
2026-08-18,South_India,Web,12.527
2026-08-18,South_India,Mobile_App,16.348
2026-08-18,South_India,Store,10.078
2026-08-18,East_India,Web,11.173
2026-08-18,East_India,Mobile_App,12.783
2026-08-18,East_India,Store,7.998
2026-08-18,West_India,Web,12.061
2026-08-18,West_India,Mobile_App,13.56
2026-08-18,West_India,Store,8.191
2026-08-19,North_India,Web,13.162
2026-08-19,North_India,Mobile_App,9.668
2026-08-19,North_India,Store,11.635
2026-08-19,South_India,Web,12.097
2026-08-19,South_India,Mobile_App,14.629
2026-08-19,South_India,Store,10.08
2026-08-19,East_India,Web,10.551
2026-08-19,East_India,Mobile_App,11.654
2026-08-19,East_India,Store,8.201
2026-08-19,West_India,Web,11.983
2026-08-19,West_India,Mobile_App,13.8
2026-08-19,West_India,Store,7.971
2026-08-20,North_India,Web,15.138
2026-08-20,North_India,Mobile_App,9.964
2026-08-20,North_India,Store,10.99
2026-08-20,South_India,Web,13.364
2026-08-20,South_India,Mobile_App,16.227
2026-08-20,South_India,Store,9.597
2026-08-20,East_India,Web,10.934
2026-08-20,East_India,Mobile_App,11.176
2026-08-20,East_India,Store,7.79
2026-08-20,West_India,Web,12.024
2026-08-20,West_India,Mobile_App,12.892
2026-08-20,West_India,Store,7.867
